set_id,fleet,year,month,day,lat,lon,hooks,sst,buoys,green,hawksbill,oliveridley,leatherback,loggerhead,turtle,total,turtle_CPUE,turtle_YN,fleetnr,sstcat,hookscat,buoyscat,cluster_label
4438_7,JV,2005,6,18,-33.95,27.22,2200,22.7,200,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4438_8,JV,2005,6,18,-34.67,25.45,2090,22.5,190,0,0,0,0,0,0,0,0.0,0,1,4,4,1,1
4438_9,JV,2005,6,20,-34.67,25.45,2310,22.4,210,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4438_10,JV,2005,6,21,-34.64,25.45,2310,22.0,210,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4438_12,JV,2005,6,22,-34.64,25.45,2310,21.7,210,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4438_13,JV,2005,6,24,-34.65,25.64,2310,21.1,210,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4438_14,JV,2005,6,25,-34.65,25.59,2200,21.2,200,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4438_15,JV,2005,6,26,-34.65,25.8,2200,21.2,200,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4438_16,JV,2005,6,27,-34.65,25.63,2200,21.6,200,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4438_17,JV,2005,6,28,-34.65,25.6,2310,21.6,210,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4438_18,JV,2005,6,29,-34.65,25.69,2090,22.0,190,0,0,0,0,0,0,0,0.0,0,1,4,4,1,1
4438_19,JV,2005,6,30,-34.65,25.68,2310,22.1,210,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4438_20,JV,2005,7,1,-34.65,25.54,2310,22.0,210,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4438_21,JV,2005,7,2,-34.65,25.53,2310,21.7,210,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4438_22,JV,2005,7,3,-36.58,22.28,1760,21.9,160,0,0,0,0,0,0,0,0.0,0,1,4,3,1,1
4438_23,JV,2005,7,4,-36.95,20.6,2717,18.9,247,0,0,0,0,0,0,0,0.0,0,1,3,5,2,1
4438_24,JV,2005,7,4,-37.08,20.58,2750,19.4,250,0,0,0,0,0,0,0,0.0,0,1,3,5,3,1
4438_26,JV,2005,7,7,-37.05,20.45,2750,16.3,250,0,0,0,0,0,0,0,0.0,0,1,3,5,3,1
4438_27,JV,2005,7,8,-37.05,20.63,2750,18.3,250,0,0,0,0,0,0,0,0.0,0,1,3,5,3,1
4438_28,JV,2005,7,9,-37.06,20.7,2860,19.5,260,0,0,0,0,0,0,0,0.0,0,1,3,5,3,1
4438_29,JV,2005,7,10,-37.05,20.82,2970,17.2,270,0,0,0,0,0,0,0,0.0,0,1,3,5,3,1
4438_30,JV,2005,7,11,-37.34,20.5,2860,18.2,260,0,0,0,0,0,0,0,0.0,0,1,3,5,3,1
4438_31,JV,2005,7,12,-37.55,20.82,1980,18.0,180,0,0,0,0,0,0,0,0.0,0,1,3,3,1,1
4438_32,JV,2005,7,13,-37.53,20.62,2310,17.8,210,0,0,0,0,0,0,0,0.0,0,1,3,4,2,1
4438_33,JV,2005,7,14,-37.42,20.62,2530,18.0,230,0,0,0,0,0,0,0,0.0,0,1,3,5,2,1
4438_34,JV,2005,7,15,-37.55,20.62,1980,17.8,180,0,0,0,0,0,0,0,0.0,0,1,3,3,1,1
4438_35,JV,2005,7,17,-35.17,23.17,2310,19.4,210,0,0,0,0,0,0,0,0.0,0,1,3,4,2,1
4438_36,JV,2005,7,19,-32.78,29.12,2530,22.2,230,0,0,0,0,0,0,0,0.0,0,1,4,5,2,2
4438_37,JV,2005,7,20,-32.5,29.67,2970,22.1,270,0,0,0,0,0,0,0,0.0,0,1,4,5,3,2
4438_38,JV,2005,7,21,-32.33,29.35,2750,22.2,250,0,0,0,0,0,0,0,0.0,0,1,4,5,3,2
4438_39,JV,2005,7,22,-33.37,28.29,2200,22.1,200,0,0,0,0,0,0,0,0.0,0,1,4,4,2,2
4438_40,JV,2005,7,24,-30.88,31.34,2750,22.4,250,0,0,0,0,0,0,0,0.0,0,1,4,5,3,2
4438_41,JV,2005,7,25,-30.84,31.32,2750,22.3,250,0,0,0,0,0,0,0,0.0,0,1,4,5,3,2
4438_42,JV,2005,7,26,-30.84,31.3,2750,22.1,250,0,0,0,0,0,0,0,0.0,0,1,4,5,3,2
4438_43,JV,2005,7,27,-30.83,31.3,2420,22.2,220,0,0,0,0,0,0,0,0.0,0,1,4,4,2,2
4438_44,JV,2005,7,28,-30.8,31.35,2420,22.2,220,0,0,0,0,0,0,0,0.0,0,1,4,4,2,2
4438_45,JV,2005,7,29,-30.12,31.92,2530,22.2,230,0,0,0,0,0,0,0,0.0,0,1,4,5,2,2
4438_46,JV,2005,7,30,-30.0,31.98,2420,21.8,220,0,0,0,0,0,0,0,0.0,0,1,4,4,2,2
4438_47,JV,2005,7,31,-29.5,32.34,2530,22.0,230,0,0,0,0,0,0,0,0.0,0,1,4,5,2,2
4438_48,JV,2005,7,31,-30.42,31.75,2750,22.2,250,0,0,0,0,0,0,0,0.0,0,1,4,5,3,2
4438_49,JV,2005,8,2,-30.62,31.74,2420,22.2,220,0,0,0,0,0,0,0,0.0,0,1,4,4,2,2
4438_50,JV,2005,8,2,-30.58,31.45,2750,22.1,250,0,0,0,0,0,0,0,0.0,0,1,4,5,3,2
4438_51,JV,2005,8,4,-30.69,31.39,2530,22.0,230,0,0,0,0,0,0,0,0.0,0,1,4,5,2,2
4438_52,JV,2005,8,5,-31.32,30.8,2750,21.4,250,0,0,0,0,0,0,0,0.0,0,1,4,5,3,2
4438_53,JV,2005,8,7,-36.5,22.32,1540,21.2,140,0,0,0,0,0,0,0,0.0,0,1,4,3,1,1
4438_54,JV,2005,8,8,-36.88,21.37,2420,19.3,220,0,0,0,0,0,0,0,0.0,0,1,3,4,2,1
4438_56,JV,2005,8,10,-36.97,20.7,2640,19.6,240,0,0,0,0,0,0,0,0.0,0,1,3,5,2,1
4438_57,JV,2005,8,11,-37.09,20.83,2530,17.8,230,0,0,0,0,0,0,0,0.0,0,1,3,5,2,1
4438_58,JV,2005,8,12,-36.97,20.5,2750,18.8,250,0,0,0,0,0,0,0,0.0,0,1,3,5,3,1
4438_59,JV,2005,8,13,-36.93,20.34,2750,19.4,250,0,0,0,0,0,0,0,0.0,0,1,3,5,3,1
4438_60,JV,2005,8,14,-37.1,20.52,2530,19.1,230,0,0,0,0,0,0,0,0.0,0,1,3,5,2,1
4438_61,JV,2005,8,15,-36.97,20.4,2310,19.6,210,0,0,0,0,0,0,0,0.0,0,1,3,4,2,1
4438_62,JV,2005,8,16,-36.95,20.69,2750,19.5,250,0,0,0,0,0,0,0,0.0,0,1,3,5,3,1
4438_63,JV,2005,8,17,-37.02,21.19,220,18.2,200,0,0,0,0,0,0,0,0.0,0,1,3,1,2,1
4438_64,JV,2005,8,19,-36.47,20.01,2640,15.8,240,0,0,0,0,0,0,0,0.0,0,1,3,5,2,1
4438_65,JV,2005,8,20,-36.3,19.2,2530,16.0,230,0,0,0,0,0,0,0,0.0,0,1,3,5,2,1
4473_1,SA,2005,6,15,-34.75,15.32,1400,18.0,270,0,0,0,0,1,0,1,0.71,1,0,3,2,3,1
4473_2,SA,2005,6,17,-34.8,15.52,850,19.5,170,0,0,0,0,0,0,0,0.0,0,0,3,1,1,1
4473_3,SA,2005,6,17,-34.7,15.49,1400,19.5,270,0,0,0,0,0,0,0,0.0,0,0,3,2,3,1
4473_4,SA,2005,6,18,-34.73,15.7,1200,19.5,240,0,0,0,0,0,0,0,0.0,0,0,3,2,2,1
4473_5,SA,2005,6,20,-34.65,15.98,1000,19.0,200,0,0,0,0,0,0,0,0.0,0,0,3,2,2,1
4473_6,SA,2005,6,21,-34.6,15.29,900,19.7,170,0,0,0,0,0,0,0,0.0,0,0,3,1,1,1
4473_7,SA,2005,6,21,-34.54,15.77,1400,19.5,270,0,0,0,0,0,0,0,0.0,0,0,3,2,3,1
4473_8,SA,2005,6,22,-34.36,16.14,1400,19.5,270,0,0,0,0,1,0,1,0.71,1,0,3,2,3,1
4473_9,SA,2005,6,23,-34.2,16.06,1400,19.5,270,0,0,0,0,0,0,0,0.0,0,0,3,2,3,1
4473_10,SA,2005,6,24,-33.81,15.72,1400,19.5,270,0,0,0,0,1,0,1,0.71,1,0,3,2,3,1
4473_11,SA,2005,6,25,-33.95,15.65,1200,19.5,250,0,0,0,0,0,0,0,0.0,0,0,3,2,3,1
4473_12,SA,2005,6,26,-33.99,15.88,1280,19.0,256,0,0,0,0,0,0,0,0.0,0,0,3,2,3,1
4473_13,SA,2005,6,27,-33.75,16.06,1280,18.5,256,0,0,0,0,0,0,0,0.0,0,0,3,2,3,1
4479_1,SA,2005,6,16,-30.73,14.98,800,18.3,200,0,0,0,0,0,0,0,0.0,0,0,3,1,2,0
4479_2,SA,2005,6,17,-30.71,15.01,1440,18.07,360,0,0,0,0,0,0,0,0.0,0,0,3,2,4,0
4479_3,SA,2005,6,18,-30.51,15.04,1440,18.32,360,0,0,0,0,0,0,0,0.0,0,0,3,2,4,0
4479_4,SA,2005,6,19,-30.36,14.95,1440,18.56,360,0,0,0,0,0,0,0,0.0,0,0,3,2,4,0
4479_5,SA,2005,6,20,-30.13,14.77,1440,18.29,360,0,0,0,0,0,0,0,0.0,0,0,3,2,4,0
4479_6,SA,2005,6,21,-30.42,14.84,1400,18.25,360,0,0,0,0,0,0,0,0.0,0,0,3,2,4,0
4479_7,SA,2005,6,23,-32.86,15.91,1440,18.02,360,0,0,0,0,0,0,0,0.0,0,0,3,2,4,1
4479_8,SA,2005,6,24,-32.31,16.02,1296,18.22,324,0,0,0,0,0,0,0,0.0,0,0,3,2,4,0
4479_9,SA,2005,6,25,-31.83,16.02,1296,17.97,324,0,0,0,0,0,0,0,0.0,0,0,3,2,4,0
4488_1,JV,2005,6,18,-34.44,26.42,2000,22.6,200,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4488_2,JV,2005,6,19,-34.36,26.37,2000,22.8,200,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4488_3,JV,2005,6,20,-35.2,23.87,2010,19.8,201,0,0,0,0,0,0,0,0.0,0,1,3,4,2,1
4488_4,JV,2005,6,21,-35.33,23.87,2020,22.1,202,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4488_5,JV,2005,6,23,-34.45,26.37,2020,23.0,202,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4488_6,JV,2005,6,24,-34.4,26.5,2200,22.7,220,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4488_7,JV,2005,6,25,-34.42,26.43,2010,23.0,201,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4488_8,JV,2005,6,26,-34.42,26.44,2020,23.0,202,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4488_9,JV,2005,6,27,-34.37,26.36,1800,22.5,180,0,0,0,0,0,0,0,0.0,0,1,4,3,1,1
4488_10,JV,2005,6,28,-34.44,26.38,2000,22.7,200,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4488_11,JV,2005,6,29,-34.43,26.37,1900,22.7,190,0,0,0,0,0,0,0,0.0,0,1,4,3,1,1
4488_12,JV,2005,6,30,-34.45,26.35,2200,22.7,220,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4488_13,JV,2005,7,1,-34.47,26.12,1650,22.4,165,0,0,0,0,0,0,0,0.0,0,1,4,3,1,1
4488_14,JV,2005,7,2,-34.44,26.38,2000,22.5,200,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4488_15,JV,2005,7,4,-36.82,20.92,2410,18.4,241,0,0,0,0,0,0,0,0.0,0,1,3,4,2,1
4488_16,JV,2005,7,6,-36.82,21.05,2600,19.0,260,0,0,0,0,0,0,0,0.0,0,1,3,5,3,1
4488_18,JV,2005,7,8,-36.83,20.87,2700,18.2,270,0,0,0,0,0,0,0,0.0,0,1,3,5,3,1
4488_19,JV,2005,7,9,-36.55,21.67,2010,18.4,201,0,0,0,0,0,0,0,0.0,0,1,3,4,2,1
4488_20,JV,2005,7,11,-34.73,25.3,2000,21.8,200,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4488_21,JV,2005,7,12,-34.78,25.0,2400,21.4,240,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4488_22,JV,2005,7,13,-34.85,24.68,2400,25.0,240,0,0,0,0,0,0,0,0.0,0,1,5,4,2,1
4488_23,JV,2005,7,14,-34.83,24.68,2420,21.6,242,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4488_24,JV,2005,7,15,-34.85,24.6,2400,22.0,240,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4488_26,JV,2005,7,17,-34.78,24.83,2020,21.9,202,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4488_27,JV,2005,7,18,-34.78,24.82,1600,21.1,160,0,0,0,0,0,0,0,0.0,0,1,4,3,1,1
4488_28,JV,2005,7,19,-34.73,25.09,2410,21.2,241,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4488_29,JV,2005,7,20,-34.75,25.07,2200,21.6,220,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4488_30,JV,2005,7,21,-34.73,25.08,2200,21.8,220,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4488_31,JV,2005,7,22,-34.74,25.07,2200,21.6,220,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4488_33,JV,2005,7,24,-34.73,25.38,2810,19.2,281,0,0,0,0,0,0,0,0.0,0,1,3,5,4,1
4493_1,SA,2005,6,21,-29.33,32.24,1400,24.1,250,0,0,0,0,0,0,0,0.0,0,0,4,2,3,2
4493_3,SA,2005,6,23,-29.92,34.75,1400,23.9,250,0,0,0,0,1,0,1,0.71,1,0,4,2,3,2
4493_4,SA,2005,6,24,-30.26,31.52,1400,24.0,250,0,0,0,0,0,0,0,0.0,0,0,4,2,3,2
4493_5,SA,2005,6,25,-30.17,31.47,1400,24.0,250,0,0,0,0,0,0,0,0.0,0,0,4,2,3,2
4493_6,SA,2005,6,26,-30.24,31.63,1400,24.5,250,0,0,0,0,0,0,0,0.0,0,0,4,2,3,2
4493_7,SA,2005,6,28,-29.27,32.31,525,23.9,105,0,0,0,0,0,0,0,0.0,0,0,4,1,1,2
4493_8,SA,2005,6,28,-29.75,32.2,1400,23.8,250,0,0,0,0,0,0,0,0.0,0,0,4,2,3,2
4493_9,SA,2005,6,29,-30.2,31.8,1400,23.6,250,0,0,0,0,0,0,0,0.0,0,0,4,2,3,2
4493_10,SA,2005,6,30,-30.37,31.25,525,23.7,105,0,0,0,0,0,0,0,0.0,0,0,4,1,1,2
4508_1,JV,2005,6,22,-36.49,22.3,3000,21.7,300,0,0,0,0,0,1,1,0.33,1,1,4,6,4,1
4508_2,JV,2005,6,24,-34.72,25.38,3000,21.5,300,0,0,0,0,0,0,0,0.0,0,1,4,6,4,1
4508_5,JV,2005,6,28,-34.72,25.52,2000,21.9,200,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4508_6,JV,2005,6,29,-34.72,25.55,1800,21.8,300,0,0,0,0,0,0,0,0.0,0,1,4,3,4,1
4508_7,JV,2005,6,29,-34.72,25.42,2000,21.8,200,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4508_8,JV,2005,6,30,-34.72,25.4,2000,21.8,200,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4508_9,JV,2005,7,1,-34.72,25.42,2000,21.8,200,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4508_10,JV,2005,7,3,-36.62,22.02,1950,19.8,195,0,0,0,0,0,0,0,0.0,0,1,3,3,1,1
4508_11,JV,2005,7,4,-36.77,21.15,2200,19.4,220,0,0,0,0,0,0,0,0.0,0,1,3,4,2,1
4508_13,JV,2005,7,6,-36.77,21.12,2410,18.3,241,0,0,0,0,0,0,0,0.0,0,1,3,4,2,1
4508_15,JV,2005,7,8,-36.78,21.03,2300,18.5,230,0,0,0,0,0,0,0,0.0,0,1,3,4,2,1
4508_16,JV,2005,7,9,-36.78,21.13,2100,19.5,210,0,0,0,0,0,0,0,0.0,0,1,3,4,2,1
4508_17,JV,2005,7,11,-34.67,25.48,2100,21.3,210,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4508_19,JV,2005,7,13,-37.55,20.82,2376,17.2,216,0,0,0,0,0,0,0,0.0,0,1,3,4,2,1
4508_21,JV,2005,7,15,-37.5,20.82,2200,18.3,200,0,0,0,0,0,0,0,0.0,0,1,3,4,2,1
4508_22,JV,2005,7,16,-37.62,20.82,1859,19.5,169,0,0,0,0,0,0,0,0.0,0,1,3,3,1,1
4508_23,JV,2005,7,17,-37.08,20.88,2222,17.6,202,0,0,0,0,0,1,1,0.45,1,1,3,4,2,1
4508_24,JV,2005,7,19,-34.67,25.28,2300,19.7,230,0,0,0,0,0,0,0,0.0,0,1,3,4,2,1
4508_25,JV,2005,7,20,-34.67,25.38,2200,21.1,220,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4508_27,JV,2005,7,22,-34.67,25.5,1900,19.5,190,0,0,0,0,0,0,0,0.0,0,1,3,3,1,1
4508_28,JV,2005,7,23,-34.67,25.5,2350,19.5,235,0,0,0,0,0,0,0,0.0,0,1,3,4,2,1
4508_29,JV,2005,7,24,-34.67,25.47,2200,18.0,220,0,0,0,0,0,0,0,0.0,0,1,3,4,2,1
4508_31,JV,2005,7,26,-34.68,25.17,2100,21.2,210,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4508_32,JV,2005,7,27,-34.67,25.5,1900,21.9,190,0,0,0,0,0,0,0,0.0,0,1,4,3,1,1
4508_33,JV,2005,7,28,-34.62,25.55,2240,21.2,224,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4508_35,JV,2005,7,30,-34.62,25.53,2260,21.0,226,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4508_37,JV,2005,8,1,-34.6,25.57,2100,21.1,210,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4508_39,JV,2005,8,3,-34.7,25.42,2200,21.0,220,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4508_40,JV,2005,8,4,-36.33,22.33,2000,21.1,200,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4508_41,JV,2005,8,5,-36.87,21.12,2330,18.0,233,0,0,0,0,0,0,0,0.0,0,1,3,4,2,1
4508_42,JV,2005,8,6,-36.87,21.33,2300,18.8,230,0,0,0,0,0,0,0,0.0,0,1,3,4,2,1
4508_43,JV,2005,8,7,-36.85,21.25,1800,19.8,180,0,0,0,0,0,0,0,0.0,0,1,3,3,1,1
4508_46,JV,2005,8,10,-37.02,20.75,2530,19.3,230,0,0,0,0,0,0,0,0.0,0,1,3,5,2,1
4508_47,JV,2005,8,11,-37.02,20.8,2574,18.0,234,0,0,0,0,0,0,0,0.0,0,1,3,5,2,1
4509_1,JV,2005,6,22,-35.85,19.2,2180,17.2,218,0,0,0,0,0,0,0,0.0,0,1,3,4,2,1
4509_2,JV,2005,6,23,-36.58,20.18,2700,19.7,270,0,0,0,0,0,0,0,0.0,0,1,3,5,3,1
4509_3,JV,2005,6,24,-36.63,20.67,2750,18.2,275,0,0,0,0,0,0,0,0.0,0,1,3,5,4,1
4509_4,JV,2005,6,25,-36.92,20.67,2850,19.0,285,0,0,0,0,0,0,0,0.0,0,1,3,5,4,1
4509_5,JV,2005,6,26,-36.92,20.62,2210,18.9,221,0,0,0,0,0,0,0,0.0,0,1,3,4,2,1
4509_6,JV,2005,6,27,-36.92,20.65,2210,19.1,221,0,0,0,0,0,0,0,0.0,0,1,3,4,2,1
4509_7,JV,2005,6,28,-36.95,20.75,2500,19.8,250,0,0,0,0,0,0,0,0.0,0,1,3,5,3,1
4509_8,JV,2005,6,29,-36.93,20.77,1900,17.8,190,0,0,0,0,0,0,0,0.0,0,1,3,3,1,1
4509_9,JV,2005,6,30,-36.95,20.82,2060,18.0,216,0,0,0,0,0,0,0,0.0,0,1,3,4,2,1
4509_10,JV,2005,7,1,-36.95,20.77,2210,17.9,221,0,0,0,0,0,0,0,0.0,0,1,3,4,2,1
4509_11,JV,2005,7,2,-36.95,20.82,2250,19.9,225,0,0,0,0,0,0,0,0.0,0,1,3,4,2,1
4509_12,JV,2005,7,3,-36.93,20.77,1260,19.4,126,0,0,0,0,0,0,0,0.0,0,1,3,2,1,1
4509_13,JV,2005,7,4,-36.93,20.65,2150,19.0,215,0,0,0,0,0,0,0,0.0,0,1,3,4,2,1
4509_14,JV,2005,7,5,-36.93,20.63,2720,19.0,272,0,0,0,0,0,0,0,0.0,0,1,3,5,3,1
4509_15,JV,2005,7,6,-36.93,20.5,2550,19.0,255,0,0,0,0,0,0,0,0.0,0,1,3,5,3,1
4509_16,JV,2005,7,7,-36.93,20.35,2570,17.3,257,0,0,0,0,0,0,0,0.0,0,1,3,5,3,1
4509_17,JV,2005,7,8,-36.93,20.8,2620,18.6,262,0,0,0,0,0,0,0,0.0,0,1,3,5,3,1
4509_20,JV,2005,7,12,-36.0,22.78,1730,21.7,173,0,0,0,0,0,0,0,0.0,0,1,4,3,1,1
4509_22,JV,2005,7,14,-37.45,21.02,2340,21.6,234,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4509_23,JV,2005,7,15,-37.6,20.93,2090,19.7,209,0,0,0,0,0,0,0,0.0,0,1,3,4,2,1
4509_24,JV,2005,7,16,-37.62,20.92,1820,9.1,182,0,0,0,0,0,0,0,0.0,0,1,1,3,1,1
4509_25,JV,2005,7,17,-37.07,21.08,2360,17.5,236,0,0,0,0,0,0,0,0.0,0,1,3,4,2,1
4509_26,JV,2005,7,18,-36.43,21.92,1860,21.2,186,0,0,0,0,0,0,0,0.0,0,1,4,3,1,1
4509_27,JV,2005,7,20,-36.33,19.13,2200,17.3,220,0,0,0,0,0,0,0,0.0,0,1,3,4,2,1
4509_28,JV,2005,7,21,-36.47,18.35,2300,16.0,230,0,0,0,0,0,0,0,0.0,0,1,3,4,2,1
4509_29,JV,2005,7,22,-36.93,20.58,2220,16.3,222,0,0,0,0,0,0,0,0.0,0,1,3,4,2,1
4509_30,JV,2005,7,23,-36.97,20.83,2350,16.5,235,0,0,0,0,0,0,0,0.0,0,1,3,4,2,1
4509_31,JV,2005,7,24,-36.92,20.85,1890,16.6,189,0,0,0,0,0,0,0,0.0,0,1,3,3,1,1
4509_32,JV,2005,7,25,-36.97,20.52,2470,16.4,247,0,0,0,0,0,0,0,0.0,0,1,3,4,2,1
4509_34,JV,2005,7,27,-36.9,20.33,2330,16.8,233,0,0,0,0,0,0,0,0.0,0,1,3,4,2,1
4509_35,JV,2005,7,28,-37.03,20.52,2750,21.0,275,0,0,0,0,0,0,0,0.0,0,1,4,5,4,1
4509_37,JV,2005,7,30,-37.05,20.47,2520,18.2,252,0,0,0,0,0,0,0,0.0,0,1,3,5,3,1
4509_38,JV,2005,7,31,-37.17,20.83,2810,18.6,281,0,0,0,0,0,0,0,0.0,0,1,3,5,4,1
4509_39,JV,2005,8,1,-37.18,20.52,2520,17.2,252,0,0,0,0,0,0,0,0.0,0,1,3,5,3,1
4509_40,JV,2005,8,2,-36.88,20.92,1750,19.3,175,0,0,0,0,0,0,0,0.0,0,1,3,3,1,1
4509_42,JV,2005,8,4,-36.95,20.88,2560,19.3,256,0,0,0,0,0,0,0,0.0,0,1,3,5,3,1
4509_43,JV,2005,8,5,-36.98,21.25,2090,18.8,209,0,0,0,0,0,0,0,0.0,0,1,3,4,2,1
4534_1,JV,2005,6,26,-34.83,25.4,2450,21.8,205,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4534_2,JV,2005,6,28,-35.0,24.72,2450,21.0,205,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4534_3,JV,2005,6,28,-35.0,24.92,2310,22.2,210,0,0,0,1,0,0,1,0.43,1,1,4,4,2,1
4534_6,JV,2005,7,2,-36.87,20.98,2400,19.6,235,0,0,0,0,0,0,0,0.0,0,1,3,4,2,1
4534_7,JV,2005,7,3,-36.87,21.0,1700,21.4,170,0,0,0,0,0,0,0,0.0,0,1,4,3,1,1
4534_8,JV,2005,7,4,-36.87,20.83,2600,18.4,260,0,0,0,0,0,0,0,0.0,0,1,3,5,3,1
4534_9,JV,2005,7,5,-36.87,20.83,2400,18.4,240,0,0,0,0,0,0,0,0.0,0,1,3,4,2,1
4534_10,JV,2005,7,6,-36.87,20.83,2500,19.2,250,0,0,0,0,0,0,0,0.0,0,1,3,5,3,1
4534_12,JV,2005,7,8,-36.88,20.83,2600,18.0,260,0,0,0,0,0,0,0,0.0,0,1,3,5,3,1
4534_13,JV,2005,7,9,-36.88,20.93,2400,17.0,240,0,0,0,0,0,0,0,0.0,0,1,3,4,2,1
4534_14,JV,2005,7,10,-36.78,22.5,2300,21.2,230,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4534_15,JV,2005,7,11,-37.25,21.25,2600,19.6,260,0,0,0,0,0,0,0,0.0,0,1,3,5,3,1
4534_16,JV,2005,7,12,-37.67,20.42,1500,18.8,150,0,0,0,0,0,0,0,0.0,0,1,3,3,1,1
4534_17,JV,2005,7,13,-37.57,20.42,2400,17.6,240,0,0,0,0,0,0,0,0.0,0,1,3,4,2,1
4534_18,JV,2005,7,14,-37.52,20.43,2500,16.2,250,0,0,0,0,0,0,0,0.0,0,1,3,5,3,1
4534_19,JV,2005,7,15,-37.57,20.47,2300,16.8,230,0,0,0,0,0,0,0,0.0,0,1,3,4,2,1
4534_20,JV,2005,7,16,-37.68,20.62,1900,17.2,190,0,0,0,0,0,0,0,0.0,0,1,3,3,1,1
4534_21,JV,2005,7,17,-37.0,21.0,1880,17.4,188,0,0,0,0,0,0,0,0.0,0,1,3,3,1,1
4534_22,JV,2005,7,19,-34.8,24.92,2200,21.7,220,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4534_23,JV,2005,7,20,-34.8,25.05,2300,21.8,230,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4534_24,JV,2005,7,21,-34.82,24.87,1900,21.7,190,0,0,0,0,0,0,0,0.0,0,1,4,3,1,1
4534_25,JV,2005,7,22,-34.8,25.05,2000,21.3,200,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4534_26,JV,2005,7,23,-34.8,25.1,2200,21.5,220,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4534_27,JV,2005,7,24,-34.8,25.17,2300,21.2,230,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4534_29,JV,2005,7,26,-34.77,25.07,2300,21.8,230,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4534_30,JV,2005,7,27,-35.52,22.75,2000,21.1,200,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4534_32,JV,2005,7,30,-34.5,25.72,2200,19.8,220,0,0,0,0,0,0,0,0.0,0,1,3,4,2,1
4534_36,JV,2005,8,3,-34.5,25.93,2200,19.5,220,0,0,0,0,0,0,0,0.0,0,1,3,4,2,1
4534_37,JV,2005,8,4,-34.5,25.75,2300,19.0,230,0,0,0,0,0,0,0,0.0,0,1,3,4,2,1
4534_38,JV,2005,8,5,-35.42,23.92,2000,21.3,200,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
4534_39,JV,2005,8,6,-36.73,21.2,2300,18.6,230,0,0,0,0,0,0,0,0.0,0,1,3,4,2,1
4534_40,JV,2005,8,7,-36.73,21.25,1900,18.5,190,0,0,0,0,0,0,0,0.0,0,1,3,3,1,1
